Constituency_No,Year,Position,Sex,Party,Votes,Age,Candidate_Type,Constituency_Name,Constituency_Type,Vote_Share_Percentage,Margin,Margin_Percentage,Incumbent
256,2014,1,m,NCP,101218,47.0,gen,WAI,GEN,46.35,38702,17.72,True
256,2014,2,m,INC,62516,60.0,gen,WAI,GEN,28.63,37261,17.06,False
256,2014,3,m,BJP,25255,50.0,gen,WAI,GEN,11.56,1912,0.88,False
257,2014,1,m,NCP,95213,50.0,gen,KOREGAON,GEN,53.29,47247,26.44,True
257,2014,2,m,INC,47966,63.0,gen,KOREGAON,GEN,26.84,32104,17.97,False
257,2014,3,m,SHS,15862,47.0,gen,KOREGAON,GEN,8.88,2736,1.53,False
258,2014,1,m,INC,75708,40.0,gen,MAN,GEN,34.53,23351,10.65,True
258,2014,2,m,RSPS,52357,38.0,gen,MAN,GEN,23.88,16795,7.66,False
258,2014,3,m,NCP,35562,71.0,gen,MAN,GEN,16.22,4530,2.07,False
259,2014,1,m,NCP,78324,53.0,gen,KARAD NORTH,GEN,41.12,20507,10.77,True
259,2014,2,m,INC,57817,42.0,gen,KARAD NORTH,GEN,30.36,13914,7.31,False
259,2014,3,m,SWP,43903,37.0,gen,KARAD NORTH,GEN,23.05,38246,20.08,False
260,2014,1,m,INC,76831,68.0,gen,KARAD SOUTH,GEN,37.96,16418,8.11,False
260,2014,2,m,IND,60413,76.0,gen,KARAD SOUTH,GEN,29.85,1792,0.89,True
260,2014,3,m,BJP,58621,31.0,gen,KARAD SOUTH,GEN,28.96,56248,27.79,False
261,2014,1,m,SHS,104419,48.0,gen,PATAN,GEN,50.54,18824,9.11,False
261,2014,2,m,NCP,85595,45.0,gen,PATAN,GEN,41.43,77953,37.73,False
261,2014,3,m,INC,7642,65.0,gen,PATAN,GEN,3.7,5540,2.68,False
262,2014,1,m,NCP,97964,41.0,gen,SATARA,GEN,52.3,47813,25.52,True
262,2014,2,m,BJP,50151,51.0,gen,SATARA,GEN,26.77,24730,13.2,False
262,2014,3,m,SHS,25421,64.0,gen,SATARA,GEN,13.57,18234,9.73,False
263,2014,1,m,NCP,52907,50.0,gen,DAPOLI,GEN,32.58,3784,2.33,False
263,2014,2,m,SHS,49123,59.0,gen,DAPOLI,GEN,30.25,30017,18.49,True
263,2014,3,m,IND,19106,45.0,gen,DAPOLI,GEN,11.77,5135,3.16,False
264,2014,1,m,NCP,72525,57.0,gen,GUHAGAR,GEN,47.7,32764,21.55,True
264,2014,2,m,BJP,39761,50.0,gen,GUHAGAR,GEN,26.15,7678,5.05,False
264,2014,3,m,SHS,32083,56.0,gen,GUHAGAR,GEN,21.1,28768,18.92,False
265,2014,1,m,SHS,75695,51.0,gen,CHIPLUN,GEN,45.18,6068,3.62,True
265,2014,2,m,NCP,69627,48.0,gen,CHIPLUN,GEN,41.55,60484,36.1,False
265,2014,3,m,BJP,9143,30.0,gen,CHIPLUN,GEN,5.46,5441,3.25,False
266,2014,1,m,SHS,93876,38.0,gen,RATNAGIRI,GEN,53.46,39427,22.45,True
266,2014,2,m,BJP,54449,49.0,gen,RATNAGIRI,GEN,31.01,40254,22.93,False
266,2014,3,m,NCP,14195,53.0,gen,RATNAGIRI,GEN,8.08,9138,5.2,False
267,2014,1,m,SHS,76266,50.0,gen,RAJAPUR,GEN,53.33,39062,27.32,False
267,2014,2,m,INC,37204,53.0,gen,RAJAPUR,GEN,26.02,25281,17.68,False
267,2014,3,m,NCP,11923,32.0,gen,RAJAPUR,GEN,8.34,1970,1.38,False
268,2014,1,m,INC,74715,32.0,gen,KANKAVLI,GEN,47.91,25979,16.66,False
268,2014,2,m,BJP,48736,49.0,gen,KANKAVLI,GEN,31.25,35873,23.0,True
268,2014,3,m,SHS,12863,67.0,gen,KANKAVLI,GEN,8.25,4667,2.99,False
269,2014,1,m,SHS,70582,39.0,gen,KUDAL,GEN,50.03,10376,7.36,False
269,2014,2,m,INC,60206,62.0,gen,KUDAL,GEN,42.68,55387,39.26,True
269,2014,3,m,BJP,4819,35.0,gen,KUDAL,GEN,3.42,2127,1.51,False
270,2014,1,m,SHS,70902,59.0,gen,SAWANTWADI,GEN,48.6,41192,28.24,True
270,2014,2,m,BJP,29710,54.0,gen,SAWANTWADI,GEN,20.37,4334,2.97,False
270,2014,3,m,INC,25376,46.0,gen,SAWANTWADI,GEN,17.4,16347,11.21,False
271,2014,1,f,NCP,51599,65.0,gen,CHANDGAD,GEN,23.71,8199,3.77,False
271,2014,2,m,SHS,43400,80.0,gen,CHANDGAD,GEN,19.95,14553,6.69,False
271,2014,3,m,IND,28847,45.0,gen,CHANDGAD,GEN,13.26,2883,1.32,False
272,2014,1,m,SHS,132485,40.0,gen,RADHANAGARI,GEN,55.93,39408,16.64,False
272,2014,2,m,NCP,93077,69.0,gen,RADHANAGARI,GEN,39.3,87135,36.79,True
272,2014,3,m,SWP,5942,53.0,gen,RADHANAGARI,GEN,2.51,4547,1.92,False
273,2014,1,m,NCP,123626,60.0,gen,KAGAL,GEN,49.16,5934,2.36,True
273,2014,2,m,SHS,117692,61.0,gen,KAGAL,GEN,46.8,112171,44.61,False
273,2014,3,m,BJP,5521,42.0,gen,KAGAL,GEN,2.2,4486,1.78,False
274,2014,1,m,BJP,105489,36.0,gen,KOLHAPUR SOUTH,GEN,48.4,8528,3.91,False
274,2014,2,m,INC,96961,42.0,gen,KOLHAPUR SOUTH,GEN,44.49,87913,40.34,True
274,2014,3,m,SHS,9048,55.0,gen,KOLHAPUR SOUTH,GEN,4.15,6946,3.19,False
275,2014,1,m,SHS,107998,46.0,gen,KARVIR,GEN,44.25,710,0.29,True
275,2014,2,m,INC,107288,61.0,gen,KARVIR,GEN,43.96,88324,36.19,False
275,2014,3,m,JSS,18964,34.0,gen,KARVIR,GEN,7.77,13706,5.62,False
276,2014,1,m,SHS,69736,45.0,gen,KOLHAPUR NORTH,GEN,39.72,22421,12.77,True
276,2014,2,m,INC,47315,42.0,gen,KOLHAPUR NORTH,GEN,26.95,7211,4.11,False
276,2014,3,m,BJP,40104,45.0,gen,KOLHAPUR NORTH,GEN,22.84,30217,17.21,False
277,2014,1,m,SHS,74702,39.0,gen,SHAHUWADI,GEN,35.67,388,0.19,False
277,2014,2,m,JSS,74314,42.0,gen,SHAHUWADI,GEN,35.49,46361,22.14,True
277,2014,3,m,SWP,27953,44.0,gen,SHAHUWADI,GEN,13.35,6510,3.11,False
278,2014,1,m,SHS,89087,43.0,sc,HATKANANGLE,SC,39.81,29370,13.12,True
278,2014,2,m,INC,59717,73.0,sc,HATKANANGLE,SC,26.68,26843,11.99,False
278,2014,3,m,JSS,32874,42.0,sc,HATKANANGLE,SC,14.69,11556,5.16,False
279,2014,1,m,BJP,94214,51.0,gen,ICHALKARANJI,GEN,47.12,15225,7.61,True
279,2014,2,m,INC,78989,61.0,gen,ICHALKARANJI,GEN,39.5,64192,32.1,False
279,2014,3,m,NCP,14797,49.0,gen,ICHALKARANJI,GEN,7.4,10895,5.45,False
280,2014,1,m,SHS,70809,52.0,gen,SHIROL,GEN,31.38,20033,8.88,False
280,2014,2,m,NCP,50776,45.0,gen,SHIROL,GEN,22.5,2265,1.0,False
280,2014,3,m,SWP,48511,46.0,gen,SHIROL,GEN,21.5,445,0.2,False
281,2014,1,m,BJP,93795,56.0,sc,MIRAJ,SC,50.6,64067,34.56,True
281,2014,2,m,INC,29728,48.0,sc,MIRAJ,SC,16.04,8130,4.39,False
281,2014,3,m,IND,21598,49.0,sc,MIRAJ,SC,11.65,1438,0.78,False
282,2014,1,m,BJP,80497,61.0,gen,SANGLI,GEN,41.18,14457,7.4,False
282,2014,2,m,INC,66040,53.0,gen,SANGLI,GEN,33.79,31405,16.07,False
282,2014,3,m,SHS,34635,36.0,gen,SANGLI,GEN,17.72,29917,15.31,False
283,2014,1,m,NCP,113045,52.0,gen,ISLAMPUR,GEN,62.48,75186,41.55,True
283,2014,2,m,IND,37859,40.0,gen,ISLAMPUR,GEN,20.92,19672,10.87,False
283,2014,3,m,INC,18187,46.0,gen,ISLAMPUR,GEN,10.05,12357,6.83,False
284,2014,1,m,BJP,85363,69.0,gen,SHIRALA,GEN,39.07,3668,1.68,False
284,2014,2,m,NCP,81695,55.0,gen,SHIRALA,GEN,37.4,36560,16.74,False
284,2014,3,m,INC,45135,40.0,gen,SHIRALA,GEN,20.66,43074,19.72,False
285,2014,1,m,INC,112523,70.0,gen,PALUS-KADEGAON,GEN,53.95,24034,11.52,True
285,2014,2,m,BJP,88489,50.0,gen,PALUS-KADEGAON,GEN,42.42,86281,41.37,False
285,2014,3,m,SHS,2208,41.0,gen,PALUS-KADEGAON,GEN,1.06,522,0.25,False
286,2014,1,m,SHS,72849,64.0,gen,KHANAPUR,GEN,33.43,19797,9.08,False
286,2014,2,m,INC,53052,58.0,gen,KHANAPUR,GEN,24.34,8633,3.96,True
286,2014,3,m,BJP,44419,32.0,gen,KHANAPUR,GEN,20.38,4694,2.15,False
287,2014,1,m,NCP,108310,56.0,gen,TASGAON - KAVATHE MAHANKAL,GEN,52.7,22410,10.9,True
287,2014,2,m,BJP,85900,62.0,gen,TASGAON - KAVATHE MAHANKAL,GEN,41.79,82427,40.1,False
287,2014,3,m,INC,3473,54.0,gen,TASGAON - KAVATHE MAHANKAL,GEN,1.69,1506,0.73,False
288,2014,1,m,BJP,72885,66.0,gen,JAT,GEN,43.1,17698,10.46,False
288,2014,2,m,INC,55187,42.0,gen,JAT,GEN,32.63,25057,14.82,False
288,2014,3,m,NCP,30130,56.0,gen,JAT,GEN,17.82,27716,16.39,True
91,2015,1,m,BJP,100319,48.6,gen,MUKHED,GEN,64.0,47248,30.14,False
91,2015,2,m,INC,53071,48.6,gen,MUKHED,GEN,33.86,51926,33.13,False
91,2015,3,m,IUML,1145,48.6,gen,MUKHED,GEN,0.73,183,0.12,False
176,2015,1,f,SHS,52711,48.6,gen,VANDRE EAST,GEN,51.56,19008,18.59,False
176,2015,2,m,IND,33703,48.6,gen,VANDRE EAST,GEN,32.96,18653,18.24,False
176,2015,3,m,AIMEMP,15050,48.6,gen,VANDRE EAST,GEN,14.72,14819,14.49,False
231,2015,1,f,SP,82159,48.6,gen,ASHTI,GEN,49.67,40949,24.75,False
287,2015,1,f,NCP,131236,48.6,gen,TASGAON - KAVATHE MAHANKAL,GEN,85.52,112963,73.61,False
287,2015,2,m,IND,18273,48.6,gen,TASGAON - KAVATHE MAHANKAL,GEN,11.91,17211,11.22,False
287,2015,3,m,IND,1062,48.6,gen,TASGAON - KAVATHE MAHANKAL,GEN,0.69,405,0.26,False
130,2016,1,m,SHS,67129,48.6,gen,PALGHAR,ST,42.39,18948,11.96,False
130,2016,2,m,INC,48181,48.6,gen,PALGHAR,ST,30.42,11400,7.2,False
130,2016,3,f,BVA,36781,48.6,gen,PALGHAR,ST,23.22,31916,20.15,False
1,2009,1,m,INC,52273,49.0,st,AKKALKUWA,ST,36.48,2559,1.79,True
1,2009,2,m,IND,49714,39.0,st,AKKALKUWA,ST,34.69,24476,17.08,False
1,2009,3,m,IND,25238,50.0,st,AKKALKUWA,ST,17.61,18497,12.91,False
2,2009,1,m,INC,51222,41.0,st,SHAHADA,ST,35.41,12587,8.7,True
2,2009,2,m,SHS,38635,61.0,st,SHAHADA,ST,26.71,8979,6.21,False
2,2009,3,m,IND,29656,60.0,st,SHAHADA,ST,20.5,21382,14.78,False
3,2009,1,m,NCP,99323,53.0,st,NANDURBAR,ST,54.88,23858,13.18,True
3,2009,2,f,BJP,75465,42.0,st,NANDURBAR,ST,41.7,72508,40.06,False
3,2009,3,m,IND,2957,26.0,st,NANDURBAR,ST,1.63,1673,0.92,False
4,2009,1,m,SP,75719,46.0,st,NAWAPUR,ST,42.94,1695,0.96,False
4,2009,2,m,INC,74024,71.0,st,NAWAPUR,ST,41.98,62171,35.26,True
4,2009,3,m,IND,11853,56.0,st,NAWAPUR,ST,6.72,5687,3.23,False
5,2009,1,m,INC,57542,40.0,st,SAKRI,ST,40.99,18944,13.49,False
5,2009,2,f,BJP,38598,45.0,st,SAKRI,ST,27.49,22662,16.14,False
5,2009,3,m,IND,15936,70.0,st,SAKRI,ST,11.35,7498,5.34,False
6,2009,1,m,SHS,100562,49.0,gen,DHULE RURAL,GEN,52.15,18982,9.84,False
6,2009,2,m,INC,81580,69.0,gen,DHULE RURAL,GEN,42.3,78067,40.48,True
6,2009,3,m,IND,3513,42.0,gen,DHULE RURAL,GEN,1.82,1294,0.67,False
7,2009,1,m,LKSGM,59576,61.0,gen,DHULE CITY,GEN,43.67,28741,21.07,False
7,2009,2,m,NCP,30835,49.0,gen,DHULE CITY,GEN,22.6,5495,4.03,True
7,2009,3,m,BSP,25340,63.0,gen,DHULE CITY,GEN,18.57,7569,5.55,False
8,2009,1,m,BJP,85656,34.0,gen,SINDKHEDA,GEN,51.06,50699,30.22,True
8,2009,2,m,INC,34957,38.0,gen,SINDKHEDA,GEN,20.84,7139,4.26,False
8,2009,3,m,IND,27818,71.0,gen,SINDKHEDA,GEN,16.58,15476,9.22,False
9,2009,1,m,INC,92088,43.0,st,SHIRPUR,ST,59.07,39813,25.54,False
9,2009,2,m,BJP,52275,46.0,st,SHIRPUR,ST,33.53,49340,31.65,False
9,2009,3,m,IND,2935,46.0,st,SHIRPUR,ST,1.88,252,0.16,False
10,2009,1,m,NCP,69636,46.0,st,CHOPDA,ST,43.18,14838,9.2,False
10,2009,2,m,SHS,54798,43.0,st,CHOPDA,ST,33.98,35500,22.01,False
10,2009,3,m,MNS,19298,26.0,st,CHOPDA,ST,11.97,9666,5.99,False
11,2009,1,m,IND,54115,50.0,gen,RAVER,GEN,35.21,21536,14.01,False
11,2009,2,f,BJP,32579,51.0,gen,RAVER,GEN,21.2,3941,2.56,False
11,2009,3,m,INC,28638,65.0,gen,RAVER,GEN,18.63,12553,8.17,True
12,2009,1,m,NCP,61875,40.0,sc,BHUSAWAL,SC,47.03,3903,2.97,False
12,2009,2,m,SHS,57972,39.0,sc,BHUSAWAL,SC,44.06,55927,42.51,False
12,2009,3,m,BSP,2045,42.0,sc,BHUSAWAL,SC,1.55,346,0.26,False
13,2009,1,m,SHS,64706,65.0,gen,JALGAON CITY,GEN,52.88,31405,25.67,False
13,2009,2,m,IND,33301,38.0,gen,JALGAON CITY,GEN,27.22,15689,12.82,False
13,2009,3,m,INC,17612,48.0,gen,JALGAON CITY,GEN,14.39,15313,12.51,False
14,2009,1,m,NCP,71556,53.0,gen,JALGAON RURAL,GEN,44.65,4562,2.85,False
14,2009,2,m,SHS,66994,43.0,gen,JALGAON RURAL,GEN,41.81,53424,33.34,True
14,2009,3,m,MNS,13570,35.0,gen,JALGAON RURAL,GEN,8.47,11070,6.91,False
15,2009,1,m,IND,55084,57.0,gen,AMALNER,GEN,37.3,10463,7.08,False
15,2009,2,m,BJP,44621,41.0,gen,AMALNER,GEN,30.21,19012,12.87,False
15,2009,3,f,INC,25609,38.0,gen,AMALNER,GEN,17.34,15187,10.28,False
16,2009,1,m,SHS,70708,59.0,gen,ERANDOL,GEN,48.22,3298,2.25,False
16,2009,2,m,NCP,67410,51.0,gen,ERANDOL,GEN,45.97,64983,44.31,True
16,2009,3,m,IND,2427,54.0,gen,ERANDOL,GEN,1.65,658,0.45,False
17,2009,1,m,NCP,86505,38.0,gen,CHALISGAON,GEN,48.91,8400,4.75,False
17,2009,2,m,BJP,78105,64.0,gen,CHALISGAON,GEN,44.16,74360,42.04,False
17,2009,3,m,IND,3745,34.0,gen,CHALISGAON,GEN,2.12,765,0.43,False
18,2009,1,m,NCP,79715,44.0,gen,PACHORA,GEN,49.0,6214,3.82,False
18,2009,2,m,SHS,73501,58.0,gen,PACHORA,GEN,45.18,70898,43.58,True
18,2009,3,m,IND,2603,36.0,gen,PACHORA,GEN,1.6,333,0.2,False
19,2009,1,m,BJP,89040,49.0,gen,JAMNER,GEN,50.17,7517,4.24,True
19,2009,2,m,INC,81523,49.0,gen,JAMNER,GEN,45.94,78111,44.02,False
19,2009,3,m,IND,3412,30.0,gen,JAMNER,GEN,1.92,1280,0.72,False
20,2009,1,m,BJP,85708,58.0,gen,MUKTAINAGAR,GEN,50.92,18389,10.92,True
20,2009,2,m,NCP,67319,54.0,gen,MUKTAINAGAR,GEN,39.99,61533,36.55,False
20,2009,3,m,MNS,5786,45.0,gen,MUKTAINAGAR,GEN,3.44,2778,1.65,False
21,2009,1,m,BJP,61177,55.0,gen,MALKAPUR,GEN,39.94,11987,7.83,True
21,2009,2,m,INC,49190,40.0,gen,MALKAPUR,GEN,32.11,17960,11.72,False
21,2009,3,m,JSS,31230,40.0,gen,MALKAPUR,GEN,20.39,29340,19.15,False
22,2009,1,m,SHS,66524,44.0,gen,BULDHANA,GEN,46.74,8456,5.94,True
22,2009,2,m,INC,58068,54.0,gen,BULDHANA,GEN,40.8,53619,37.67,False
22,2009,3,m,SWP,4449,47.0,gen,BULDHANA,GEN,3.13,1654,1.16,False
23,2009,1,m,INC,76465,39.0,gen,CHIKHLI,GEN,48.88,27916,17.84,False
23,2009,2,m,BJP,48549,52.0,gen,CHIKHLI,GEN,31.03,26697,17.06,False
23,2009,3,m,JSS,21852,66.0,gen,CHIKHLI,GEN,13.97,19329,12.36,False
24,2009,1,m,NCP,81808,48.0,gen,SINDKHED RAJA,GEN,47.37,24150,13.98,False
24,2009,2,m,SHS,57658,53.0,gen,SINDKHED RAJA,GEN,33.39,32825,19.01,False
24,2009,3,m,MNS,24833,29.0,gen,SINDKHED RAJA,GEN,14.38,20219,11.71,False
25,2009,1,m,SHS,91475,42.0,sc,MEHKAR,SC,57.97,33095,20.97,False
25,2009,2,m,NCP,58380,58.0,sc,MEHKAR,SC,37.0,55758,35.34,False
25,2009,3,m,IND,2622,40.0,sc,MEHKAR,SC,1.66,88,0.06,False
26,2009,1,m,INC,64051,48.0,gen,KHAMGAON,GEN,37.36,7920,4.62,True
26,2009,2,m,BJP,56131,56.0,gen,KHAMGAON,GEN,32.74,11862,6.92,False
26,2009,3,m,BBM,44269,48.0,sc,KHAMGAON,GEN,25.82,42589,24.84,False
27,2009,1,m,BJP,49224,40.0,gen,JALGAON (JAMOD),GEN,31.02,4047,2.55,True
27,2009,2,m,BBM,45177,45.0,gen,JALGAON (JAMOD),GEN,28.47,1957,1.23,False
27,2009,3,m,INC,43220,42.0,gen,JALGAON (JAMOD),GEN,27.24,37223,23.46,False
28,2009,1,m,SHS,37834,42.0,gen,AKOT,GEN,25.56,965,0.65,False
28,2009,2,m,INC,36869,61.0,gen,AKOT,GEN,24.91,4240,2.86,False
28,2009,3,m,BBM,32629,57.0,gen,AKOT,GEN,22.04,214,0.14,False
29,2009,1,m,IND,39581,44.0,gen,BALAPUR,GEN,27.84,1590,1.12,False
29,2009,2,f,INC,37991,52.0,gen,BALAPUR,GEN,26.72,7500,5.28,False
29,2009,3,m,BJP,30491,51.0,gen,BALAPUR,GEN,21.45,5469,3.85,True
30,2009,1,m,BJP,44156,60.0,gen,AKOLA WEST,GEN,35.19,11910,9.49,True
30,2009,2,m,INC,32246,59.0,gen,AKOLA WEST,GEN,25.7,9186,7.32,False
30,2009,3,m,JSS,23060,61.0,gen,AKOLA WEST,GEN,18.38,11151,8.89,False
31,2009,1,m,BBM,48438,51.0,gen,AKOLA EAST,GEN,32.72,14244,9.62,True
31,2009,2,m,SHS,34194,55.0,gen,AKOLA EAST,GEN,23.1,4683,3.16,True
31,2009,3,m,INC,29511,55.0,gen,AKOLA EAST,GEN,19.93,446,0.3,False
32,2009,1,m,BJP,50333,32.0,sc,MURTIJAPUR,SC,39.13,15358,11.94,False
32,2009,2,m,BBM,34975,40.0,sc,MURTIJAPUR,SC,27.19,344,0.27,False
32,2009,3,f,NCP,34631,38.0,sc,MURTIJAPUR,SC,26.92,30615,23.8,False
33,2009,1,m,INC,51234,50.0,gen,RISOD,GEN,32.15,3040,1.91,False
33,2009,2,m,IND,48194,60.0,gen,RISOD,GEN,30.24,11254,7.06,False
33,2009,3,m,BJP,36940,49.0,gen,RISOD,GEN,23.18,29963,18.8,True
34,2009,1,m,BJP,65174,53.0,sc,WASHIM,SC,43.1,24229,16.02,False
34,2009,2,f,INC,40945,34.0,sc,WASHIM,SC,27.08,20300,13.42,False
34,2009,3,m,IND,20645,42.0,sc,WASHIM,SC,13.65,5241,3.47,False
35,2009,1,m,NCP,62658,56.0,gen,KARANJA,GEN,38.77,30375,18.79,False
35,2009,2,m,SHS,32283,45.0,gen,KARANJA,GEN,19.98,1602,0.99,True
35,2009,3,m,IND,30681,59.0,gen,KARANJA,GEN,18.98,6091,3.77,True
36,2009,1,m,INC,72755,46.0,gen,DHAMAMGAON RAILWAY,GEN,39.93,13448,7.38,True
36,2009,2,m,BJP,59307,64.0,gen,DHAMAMGAON RAILWAY,GEN,32.55,29763,16.33,False
36,2009,3,m,BSP,29544,58.0,gen,DHAMAMGAON RAILWAY,GEN,16.21,23635,12.97,False
37,2009,1,m,IND,73031,33.0,gen,BADNERA,GEN,46.95,18771,12.07,False
37,2009,2,f,NCP,54260,45.0,gen,BADNERA,GEN,34.88,36678,23.58,True
37,2009,3,m,SHS,17582,44.0,gen,BADNERA,GEN,11.3,13373,8.6,False
38,2009,1,m,INC,61331,43.0,gen,AMRAVATI,GEN,43.76,5614,4.01,False
38,2009,2,m,IND,55717,51.0,gen,AMRAVATI,GEN,39.76,39693,28.32,True
38,2009,3,m,BJP,16024,56.0,gen,AMRAVATI,GEN,11.43,13920,9.93,False
39,2009,1,f,INC,73054,35.0,gen,TEOSA,GEN,49.32,26130,17.64,False
39,2009,2,m,SHS,46924,47.0,gen,TEOSA,GEN,31.68,35090,23.69,True
39,2009,3,m,BSP,11834,48.0,gen,TEOSA,GEN,7.99,7099,4.79,False
40,2009,1,m,SHS,40606,29.0,sc,DARYAPUR,SC,27.01,14658,9.75,False
40,2009,2,m,IND,25948,46.0,sc,DARYAPUR,SC,17.26,5685,3.78,False
40,2009,3,m,RPI,20263,48.0,sc,DARYAPUR,SC,13.48,6406,4.26,False
41,2009,1,m,INC,63619,46.0,st,MELGHAT,ST,43.51,710,0.49,False
41,2009,2,m,BJP,62909,47.0,st,MELGHAT,ST,43.02,57023,39.0,True
41,2009,3,m,IND,5886,35.0,st,MELGHAT,ST,4.03,540,0.37,False
42,2009,1,m,IND,60627,39.0,gen,ACHALPUR,GEN,39.97,5743,3.79,True
42,2009,2,f,INC,54884,62.0,gen,ACHALPUR,GEN,36.18,30060,19.82,False
42,2009,3,m,SHS,24824,53.0,gen,ACHALPUR,GEN,16.36,21993,14.5,False
43,2009,1,m,IND,43905,49.0,gen,MORSHI,GEN,26.55,6035,3.65,False
43,2009,2,m,IND,37870,57.0,gen,MORSHI,GEN,22.9,122,0.07,False
43,2009,3,m,NCP,37748,58.0,gen,MORSHI,GEN,22.83,19423,11.75,True
44,2009,1,m,BJP,71694,55.0,gen,ARVI,GEN,46.02,3130,2.01,False
44,2009,2,m,INC,68564,36.0,gen,ARVI,GEN,44.01,63121,40.52,True
44,2009,3,m,BSP,5443,39.0,gen,ARVI,GEN,3.49,1907,1.22,False
45,2009,1,m,INC,58575,45.0,gen,DEOLI,GEN,39.4,3746,2.52,True
45,2009,2,m,BJP,54829,55.0,gen,DEOLI,GEN,36.88,39072,26.28,False
45,2009,3,m,BSP,15757,54.0,gen,DEOLI,GEN,10.6,4923,3.31,False
46,2009,1,m,SHS,51285,47.0,gen,HINGANGHAT,GEN,31.01,1421,0.86,False
46,2009,2,m,IND,49864,41.0,gen,HINGANGHAT,GEN,30.15,11179,6.76,False
46,2009,3,m,NCP,38685,49.0,gen,HINGANGHAT,GEN,23.39,26720,16.16,True
47,2009,1,m,IND,52085,60.0,gen,WARDHA,GEN,35.41,11665,7.93,False
47,2009,2,m,INC,40420,42.0,gen,WARDHA,GEN,27.48,18454,12.55,False
47,2009,3,m,SHS,21966,38.0,gen,WARDHA,GEN,14.93,9839,6.69,False
48,2009,1,m,NCP,68143,59.0,gen,KATOL,GEN,42.54,32203,20.1,True
48,2009,2,m,RPI(A),35940,51.0,gen,KATOL,GEN,22.43,4568,2.85,False
48,2009,3,m,SHS,31372,37.0,gen,KATOL,GEN,19.58,21252,13.27,False
49,2009,1,m,INC,82452,48.0,gen,SAVNER,GEN,47.13,3472,1.98,True
49,2009,2,m,BJP,78980,35.0,gen,SAVNER,GEN,45.14,72281,41.31,False
49,2009,3,m,BSP,6699,52.0,gen,SAVNER,GEN,3.83,4449,2.54,False
50,2009,1,m,BJP,65039,53.0,gen,HINGNA,GEN,40.29,700,0.43,False
50,2009,2,m,NCP,64339,64.0,gen,HINGNA,GEN,39.86,55077,34.12,True
50,2009,3,m,BSP,9262,48.0,gen,HINGNA,GEN,5.74,619,0.38,False
51,2009,1,m,BJP,85416,40.0,sc,UMRED,SC,49.03,44696,25.66,False
51,2009,2,m,INC,40720,52.0,sc,UMRED,SC,23.37,24777,14.22,False
51,2009,3,m,IND,15943,38.0,sc,UMRED,SC,9.15,3697,2.12,False
52,2009,1,m,BJP,89258,39.0,gen,NAGPUR SOUTH WEST,GEN,51.02,27775,15.88,True
52,2009,2,m,INC,61483,43.0,gen,NAGPUR SOUTH WEST,GEN,35.14,50950,29.12,False
52,2009,3,m,BBM,10533,44.0,sc,NAGPUR SOUTH WEST,GEN,6.02,2196,1.26,False
53,2009,1,m,INC,69711,57.0,gen,NAGPUR SOUTH,GEN,44.37,30395,19.35,False
53,2009,2,m,SHS,39316,32.0,gen,NAGPUR SOUTH,GEN,25.02,23298,14.83,False
53,2009,3,m,IND,16018,40.0,gen,NAGPUR SOUTH,GEN,10.2,5692,3.62,False
54,2009,1,m,BJP,88814,50.0,gen,NAGPUR EAST,GEN,55.15,35216,21.87,False
54,2009,2,m,INC,53598,63.0,gen,NAGPUR EAST,GEN,33.28,48346,30.02,True
54,2009,3,m,BSP,5252,37.0,gen,NAGPUR EAST,GEN,3.26,2056,1.28,False
55,2009,1,m,BJP,56312,47.0,gen,NAGPUR CENTRAL,GEN,36.47,10791,6.99,False
55,2009,2,m,INC,45521,47.0,gen,NAGPUR CENTRAL,GEN,29.48,21487,13.92,False
55,2009,3,m,BSP,24034,38.0,gen,NAGPUR CENTRAL,GEN,15.57,14877,9.64,False
56,2009,1,m,BJP,59955,56.0,gen,NAGPUR WEST,GEN,37.39,1979,1.23,False
56,2009,2,m,INC,57976,47.0,gen,NAGPUR WEST,GEN,36.16,36112,22.52,False
56,2009,3,m,RPI(A),21864,45.0,sc,NAGPUR WEST,GEN,13.64,9231,5.76,False
57,2009,1,m,INC,57929,56.0,sc,NAGPUR NORTH,SC,37.52,17862,11.57,False
57,2009,2,m,BJP,40067,45.0,sc,NAGPUR NORTH,SC,25.95,16405,10.63,False
57,2009,3,m,IND,23662,51.0,sc,NAGPUR NORTH,SC,15.33,10215,6.62,False
58,2009,1,m,BJP,95080,40.0,gen,KAMTHI,GEN,49.36,31093,16.14,True
58,2009,2,f,INC,63987,40.0,gen,KAMTHI,GEN,33.22,39751,20.64,False
58,2009,3,f,BREM,24236,49.0,sc,KAMTHI,GEN,12.58,20138,10.45,False
59,2009,1,m,SHS,49937,38.0,gen,RAMTEK,GEN,32.52,3361,2.19,True
59,2009,2,m,INC,46576,45.0,gen,RAMTEK,GEN,30.33,12272,7.99,False
59,2009,3,m,GGP,34304,48.0,gen,RAMTEK,GEN,22.34,27702,18.04,False
60,2009,1,m,INC,66557,49.0,gen,TUMSAR,GEN,37.26,6617,3.7,False
60,2009,2,m,BJP,59940,58.0,gen,TUMSAR,GEN,33.56,23115,12.94,True
60,2009,3,m,IND,36825,37.0,gen,TUMSAR,GEN,20.62,27312,15.29,False
61,2009,1,m,SHS,103880,30.0,sc,BHANDARA,SC,52.58,51554,26.09,False
